"FD.metric","measure","quantile","obs.value","median.perm.value","obs.difference","state.metric","system","res","troph","sig"
"FEve","rmin.ccf",0.7389,-0.108230945118337,-0.119682908013301,0.0114519628949637,"FI","Kinneret","Month","Zooplankton",""
"FEve","t.rmin.ccf",0.2009,-35,-1,-34,"FI","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.9331,0.153141331007121,0.119763215380337,0.0333781156267844,"FI","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.2066,-34,0,-34,"FI","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0.9925,0.119752146029346,0.00300360129723175,0.116748544732114,"FI","Kinneret","Month","Zooplankton","*"
"FEve","absmax.ccf",0.9398,0.153141331007121,-0.0908182812034418,0.243959612210563,"FI","Kinneret","Month","Zooplankton",""
"FEve","t.absmax.ccf",0.2056,-34,0,-34,"FI","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0.0881,-0.122301259416431,-0.0976617000285169,-0.0246395593879139,"MVI","Kinneret","Month","Zooplankton",""
"FEve","t.rmin.ccf",0.4117,-16,-7,-9,"MVI","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.3892,0.094173723784057,0.0983001704664309,-0.00412644668237394,"MVI","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.4106,-17,-7,-10,"MVI","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0.7943,0.0337187283180388,5.55549076963641e-05,0.0336631734103424,"MVI","Kinneret","Month","Zooplankton",""
"FEve","absmax.ccf",0.0845,-0.122301259416431,0.0803256009139768,-0.202626860330408,"MVI","Kinneret","Month","Zooplankton",""
"FEve","t.absmax.ccf",0.4276,-16,-8,-8,"MVI","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0,-0.201908588855665,-0.109564453363586,-0.0923441354920785,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FEve","t.rmin.ccf",0.5409,0,-4,4,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.8959,0.134376557141816,0.108962946555087,0.0254136105867295,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.8212,33,-4,37,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0,-0.201908588855665,0.00261393155161973,-0.204522520407284,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FEve","absmax.ccf",0,-0.201908588855665,-0.0915555577901668,-0.110353031065498,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FEve","t.absmax.ccf",0.5493,0,-5,5,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FRic","rmin.ccf",0.0949,-0.129974513167932,-0.103999461476462,-0.0259750516914706,"Community","Kinneret","Month","Zooplankton",""
"FRic","t.rmin.ccf",0.776,26,-3,29,"Community","Kinneret","Month","Zooplankton",""
"FRic","rmax.ccf",0.8526,0.124102900598961,0.104098690120315,0.020004210478646,"Community","Kinneret","Month","Zooplankton",""
"FRic","t.rmax.ccf",0.8754,40,-5,45,"Community","Kinneret","Month","Zooplankton",""
"FRic","r0.ccf",0.8601,0.0434839107440475,-0.00184876376431623,0.0453326745083638,"Community","Kinneret","Month","Zooplankton",""
"FRic","absmax.ccf",0.0903,-0.129974513167932,-0.0767820582181897,-0.0531924549497428,"Community","Kinneret","Month","Zooplankton",""
"FRic","t.absmax.ccf",0.7807,26,-4,30,"Community","Kinneret","Month","Zooplankton",""
"FRic","rmin.ccf",0.6319,-0.0990096011820401,-0.104274968552223,0.0052653673701832,"Density","Kinneret","Month","Zooplankton",""
"FRic","t.rmin.ccf",0.3426,-22,-5,-17,"Density","Kinneret","Month","Zooplankton",""
"FRic","rmax.ccf",0.2558,0.0944127586213405,0.104408306249199,-0.00999554762785809,"Density","Kinneret","Month","Zooplankton",""
"FRic","t.rmax.ccf",0.6278,7,-5,12,"Density","Kinneret","Month","Zooplankton",""
"FRic","r0.ccf",0.8512,0.0402178877819246,-0.00361311644675987,0.0438310042286844,"Density","Kinneret","Month","Zooplankton",""
"FRic","absmax.ccf",0.4213,-0.0990096011820401,0.0845204896588314,-0.183530090840872,"Density","Kinneret","Month","Zooplankton",""
